Cost,Year,Make,Model,Mileage,Fuel Type,Image URL
36743,2010,BMW,X3,83878,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/BMW_X3.jpg
73748,2021,BMW,X5,99955,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/BMW_X5.jpg
54942,2012,Toyota,Tacoma,117402,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Tacoma.jpg
58412,2012,Ford,Mustang,63740,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Ford_Mustang.jpg
17873,2024,Audi,A4,41246,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Audi_A4.jpg
19188,2010,Hyundai,Kona,123556,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Kona.jpg
12607,2013,Hyundai,Kona,121358,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Kona.jpg
18731,2017,Hyundai,Elantra,107601,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Elantra.jpg
72964,2011,Toyota,Rav4,37747,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Rav4.jpg
31378,2023,Audi,Q7,133199,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Audi_Q7.jpg
5029,2020,Chevrolet,Silverado,4241,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Silverado.jpg
56276,2012,BMW,X5,126591,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/BMW_X5.jpg
72077,2010,Chevrolet,Camaro,61992,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Camaro.jpg
84503,2012,Honda,Pilot,36247,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Honda_Pilot.jpg
71885,2011,Honda,Accord,68764,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Honda_Accord.jpg
40905,2023,Chevrolet,Silverado,91900,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Silverado.jpg
85413,2018,Chevrolet,Silverado,146167,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Silverado.jpg
14999,2010,Ford,Explorer,19186,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Ford_Explorer.jpg
79711,2015,Toyota,Camry,132810,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Camry.jpg
6062,2018,Mercedes-Benz,C-Class,108908,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_C-Class.jpg
51008,2011,Honda,Accord,74505,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Honda_Accord.jpg
50306,2015,BMW,X3,134089,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/BMW_X3.jpg
24151,2012,Hyundai,Elantra,82665,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Elantra.jpg
94691,2021,Mercedes-Benz,GLC,21049,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_GLC.jpg
38277,2015,Toyota,Corolla,35956,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Corolla.jpg
35681,2011,Hyundai,Elantra,73929,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Elantra.jpg
86173,2014,Nissan,Pathfinder,46453,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Pathfinder.jpg
97845,2022,Chevrolet,Malibu,137292,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Malibu.jpg
41005,2014,Ford,Explorer,22379,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Ford_Explorer.jpg
41356,2010,Honda,Odyssey,50389,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Honda_Odyssey.jpg
42169,2010,Hyundai,Santa Fe,16321,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Santa Fe.jpg
71469,2012,Mercedes-Benz,E-Class,23876,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_E-Class.jpg
54901,2013,BMW,X3,136801,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/BMW_X3.jpg
21855,2018,Audi,A3,131856,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Audi_A3.jpg
19905,2018,Hyundai,Santa Fe,64972,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Santa Fe.jpg
39086,2022,Toyota,Camry,14667,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Camry.jpg
12293,2020,Chevrolet,Camaro,1634,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Camaro.jpg
58305,2012,Volkswagen,Jetta,26058,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Jetta.jpg
28582,2014,Audi,Q7,89583,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Audi_Q7.jpg
8294,2020,Hyundai,Tucson,913,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Tucson.jpg
9491,2018,Ford,Mustang,40804,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Ford_Mustang.jpg
94383,2013,BMW,7 Series,114932,Electric,https://storage.googleapis.com/mtc-cloud101-cars/BMW_7 Series.jpg
69792,2019,Ford,Explorer,76714,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Ford_Explorer.jpg
70151,2012,Chevrolet,Equinox,84452,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Equinox.jpg
62820,2015,Chevrolet,Camaro,97912,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Camaro.jpg
5759,2014,Hyundai,Elantra,94393,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Elantra.jpg
94060,2012,Mercedes-Benz,S-Class,11528,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_S-Class.jpg
60945,2013,Ford,Explorer,111510,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Ford_Explorer.jpg
71080,2020,Nissan,Murano,124289,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Murano.jpg
35076,2021,Nissan,Sentra,73074,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Sentra.jpg
35928,2017,BMW,X3,47994,Electric,https://storage.googleapis.com/mtc-cloud101-cars/BMW_X3.jpg
34825,2023,Chevrolet,Camaro,129418,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Camaro.jpg
7518,2010,Mercedes-Benz,GLC,30929,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_GLC.jpg
7908,2013,Chevrolet,Silverado,58469,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Silverado.jpg
5116,2018,BMW,X5,95569,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/BMW_X5.jpg
29917,2014,BMW,7 Series,73633,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/BMW_7 Series.jpg
8519,2012,Nissan,Altima,11313,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Altima.jpg
81119,2023,Mercedes-Benz,E-Class,10598,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_E-Class.jpg
79842,2012,Honda,Civic,102117,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Honda_Civic.jpg
7637,2024,Ford,Escape,121391,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Ford_Escape.jpg
79800,2010,Audi,Q7,137623,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Audi_Q7.jpg
25050,2020,Honda,Odyssey,11922,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Honda_Odyssey.jpg
88060,2014,Audi,A6,131879,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Audi_A6.jpg
35772,2016,Honda,Accord,87236,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Honda_Accord.jpg
45210,2023,Mercedes-Benz,C-Class,65921,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_C-Class.jpg
6279,2019,Audi,A6,55231,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Audi_A6.jpg
46725,2014,Hyundai,Tucson,26919,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Tucson.jpg
47998,2021,BMW,7 Series,81626,Electric,https://storage.googleapis.com/mtc-cloud101-cars/BMW_7 Series.jpg
11812,2018,BMW,3 Series,28085,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/BMW_3 Series.jpg
56596,2023,Honda,Odyssey,56243,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Honda_Odyssey.jpg
29113,2017,Mercedes-Benz,C-Class,51960,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_C-Class.jpg
87411,2023,BMW,5 Series,133845,Electric,https://storage.googleapis.com/mtc-cloud101-cars/BMW_5 Series.jpg
41976,2012,BMW,X5,129649,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/BMW_X5.jpg
25873,2022,Hyundai,Kona,76668,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Kona.jpg
53659,2012,Nissan,Rogue,61239,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Rogue.jpg
66228,2011,BMW,7 Series,135062,Electric,https://storage.googleapis.com/mtc-cloud101-cars/BMW_7 Series.jpg
23483,2016,Hyundai,Elantra,141867,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Elantra.jpg
84922,2018,Hyundai,Sonata,39904,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Sonata.jpg
72451,2024,Volkswagen,Golf,129254,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Golf.jpg
42368,2019,Toyota,Corolla,115895,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Corolla.jpg
79916,2022,Mercedes-Benz,GLC,102462,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_GLC.jpg
69093,2022,Ford,Focus,6158,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Ford_Focus.jpg
39858,2015,Audi,Q5,120649,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Audi_Q5.jpg
52206,2022,Audi,A6,89036,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Audi_A6.jpg
60588,2012,Ford,Mustang,29619,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Ford_Mustang.jpg
44807,2024,Volkswagen,Golf,100935,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Golf.jpg
6304,2012,Hyundai,Kona,69790,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Kona.jpg
52236,2018,Nissan,Sentra,33603,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Sentra.jpg
25552,2011,Hyundai,Santa Fe,68308,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Santa Fe.jpg
6288,2014,Mercedes-Benz,GLC,55784,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_GLC.jpg
66509,2012,BMW,3 Series,143280,Electric,https://storage.googleapis.com/mtc-cloud101-cars/BMW_3 Series.jpg
64725,2016,Hyundai,Elantra,136851,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Elantra.jpg
8957,2011,Nissan,Murano,88925,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Murano.jpg
28906,2017,Chevrolet,Malibu,11919,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Malibu.jpg
23078,2020,Hyundai,Elantra,22089,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Elantra.jpg
88916,2010,Hyundai,Kona,11704,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Kona.jpg
24267,2016,BMW,7 Series,80048,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/BMW_7 Series.jpg
22413,2024,Toyota,Tacoma,71607,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Tacoma.jpg
55647,2020,Honda,Civic,20539,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Honda_Civic.jpg
25052,2016,Ford,F-150,69709,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Ford_F-150.jpg
41862,2024,Toyota,Highlander,39028,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Highlander.jpg
48925,2022,Chevrolet,Traverse,93660,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Traverse.jpg
53126,2021,Ford,Explorer,1902,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Ford_Explorer.jpg
86448,2014,BMW,X5,7999,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/BMW_X5.jpg
43968,2024,Mercedes-Benz,C-Class,126018,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_C-Class.jpg
56689,2024,Mercedes-Benz,C-Class,28726,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_C-Class.jpg
84625,2018,Chevrolet,Equinox,92560,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Equinox.jpg
70754,2024,Toyota,Corolla,52826,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Corolla.jpg
71876,2023,Nissan,Murano,128892,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Murano.jpg
18312,2017,Volkswagen,Golf,54438,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Golf.jpg
29160,2022,Mercedes-Benz,GLC,131793,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_GLC.jpg
89022,2021,BMW,3 Series,103711,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/BMW_3 Series.jpg
94090,2024,Nissan,Murano,57904,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Murano.jpg
58688,2014,Volkswagen,Golf,138192,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Golf.jpg
71546,2019,Honda,Accord,94134,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Honda_Accord.jpg
88666,2014,Ford,Focus,144924,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Ford_Focus.jpg
64048,2021,Nissan,Murano,117494,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Murano.jpg
32089,2014,Audi,Q5,79844,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Audi_Q5.jpg
98165,2020,Hyundai,Tucson,57924,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Tucson.jpg
8443,2015,Toyota,Highlander,74057,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Highlander.jpg
67311,2024,Audi,A3,122527,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Audi_A3.jpg
25248,2022,Volkswagen,Tiguan,133043,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Tiguan.jpg
5802,2020,Toyota,Corolla,57614,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Corolla.jpg
97411,2010,Hyundai,Kona,122201,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Kona.jpg
26689,2017,Volkswagen,Passat,85662,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Passat.jpg
34217,2010,Honda,Odyssey,96769,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Honda_Odyssey.jpg
26045,2022,Hyundai,Kona,12412,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Kona.jpg
7870,2014,Mercedes-Benz,GLC,34613,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_GLC.jpg
52793,2011,Toyota,Camry,28180,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Camry.jpg
22024,2024,Mercedes-Benz,S-Class,24984,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_S-Class.jpg
39540,2021,Chevrolet,Malibu,53806,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Malibu.jpg
96627,2022,Ford,Focus,78892,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Ford_Focus.jpg
67139,2013,Nissan,Murano,81978,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Murano.jpg
80773,2011,Chevrolet,Silverado,118260,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Silverado.jpg
36619,2020,Hyundai,Tucson,138416,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Tucson.jpg
63522,2017,BMW,7 Series,59469,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/BMW_7 Series.jpg
56852,2016,Chevrolet,Silverado,20610,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Silverado.jpg
16127,2014,Ford,Focus,142725,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Ford_Focus.jpg
92499,2011,Hyundai,Sonata,238,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Sonata.jpg
89428,2021,Hyundai,Sonata,106579,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Sonata.jpg
24423,2010,Hyundai,Santa Fe,85737,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Santa Fe.jpg
25579,2023,Nissan,Altima,140174,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Altima.jpg
25542,2017,Toyota,Corolla,124471,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Corolla.jpg
12110,2017,Audi,A6,105120,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Audi_A6.jpg
8850,2014,Chevrolet,Silverado,134919,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Silverado.jpg
76074,2015,Mercedes-Benz,GLE,97342,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_GLE.jpg
89989,2010,Volkswagen,Jetta,147042,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Jetta.jpg
95163,2019,Toyota,Highlander,143489,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Highlander.jpg
8007,2021,Hyundai,Sonata,76158,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Sonata.jpg
76770,2017,Nissan,Altima,30193,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Altima.jpg
73687,2013,Toyota,Tacoma,94924,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Tacoma.jpg
38728,2020,Volkswagen,Golf,70424,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Golf.jpg
72168,2021,Toyota,Camry,115902,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Camry.jpg
21364,2015,BMW,X5,42331,Electric,https://storage.googleapis.com/mtc-cloud101-cars/BMW_X5.jpg
50893,2019,Hyundai,Santa Fe,6021,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Santa Fe.jpg
18932,2021,Audi,A4,71920,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Audi_A4.jpg
72210,2014,Chevrolet,Traverse,140317,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Traverse.jpg
28730,2022,Volkswagen,Jetta,36682,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Jetta.jpg
78456,2011,BMW,7 Series,92677,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/BMW_7 Series.jpg
38006,2022,Ford,Escape,78432,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Ford_Escape.jpg
55639,2012,Nissan,Altima,65992,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Altima.jpg
97770,2021,Toyota,Camry,70783,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Camry.jpg
30471,2012,Volkswagen,Jetta,126328,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Jetta.jpg
42103,2023,Audi,Q5,132706,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Audi_Q5.jpg
72775,2012,Nissan,Altima,144620,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Altima.jpg
24885,2012,Hyundai,Santa Fe,84148,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Santa Fe.jpg
36371,2019,Hyundai,Kona,18332,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Kona.jpg
12429,2018,Nissan,Altima,100503,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Altima.jpg
85862,2017,Mercedes-Benz,E-Class,44842,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_E-Class.jpg
7180,2010,Hyundai,Kona,27493,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Kona.jpg
91330,2021,Toyota,Corolla,24221,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Corolla.jpg
45787,2022,Volkswagen,Golf,49760,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Golf.jpg
38029,2013,Toyota,Rav4,124645,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Rav4.jpg
47982,2013,Nissan,Sentra,41033,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Sentra.jpg
81349,2019,Hyundai,Kona,119185,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Kona.jpg
9009,2023,Ford,Focus,64425,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Ford_Focus.jpg
77821,2018,Hyundai,Elantra,100173,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Elantra.jpg
21616,2015,BMW,X5,128333,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/BMW_X5.jpg
71915,2015,Chevrolet,Silverado,8756,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Silverado.jpg
49026,2013,Mercedes-Benz,E-Class,134113,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_E-Class.jpg
34155,2022,Mercedes-Benz,S-Class,47898,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_S-Class.jpg
5044,2012,Toyota,Highlander,121602,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Highlander.jpg
7058,2015,Volkswagen,Golf,148781,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Golf.jpg
18438,2017,Toyota,Camry,78161,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Camry.jpg
17530,2024,Audi,Q7,93587,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Audi_Q7.jpg
45120,2015,Nissan,Pathfinder,126965,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Pathfinder.jpg
19737,2014,Ford,F-150,132277,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Ford_F-150.jpg
60497,2020,Audi,A4,127460,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Audi_A4.jpg
8540,2010,Nissan,Altima,4290,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Altima.jpg
10782,2013,Hyundai,Tucson,108938,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Tucson.jpg
43042,2019,Chevrolet,Equinox,61810,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Equinox.jpg
32049,2016,Audi,A3,7495,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Audi_A3.jpg
43843,2013,Audi,Q7,29366,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Audi_Q7.jpg
76070,2016,Honda,Odyssey,134222,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Honda_Odyssey.jpg
71918,2021,Honda,Accord,16627,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Honda_Accord.jpg
39559,2023,Chevrolet,Malibu,75221,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Malibu.jpg
34819,2014,Ford,Escape,120294,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Ford_Escape.jpg
69896,2023,Toyota,Tacoma,126237,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Tacoma.jpg
85121,2020,Toyota,Rav4,28893,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Rav4.jpg
49225,2011,Hyundai,Santa Fe,51450,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Santa Fe.jpg
47735,2012,Nissan,Pathfinder,76451,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Pathfinder.jpg
49690,2020,Volkswagen,Golf,105747,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Golf.jpg
63260,2016,Ford,Mustang,94703,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Ford_Mustang.jpg
79968,2013,Hyundai,Santa Fe,42563,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Santa Fe.jpg
73934,2018,BMW,3 Series,118194,Electric,https://storage.googleapis.com/mtc-cloud101-cars/BMW_3 Series.jpg
66888,2022,Nissan,Altima,125003,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Altima.jpg
91667,2019,Toyota,Tacoma,9976,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Tacoma.jpg
81758,2021,Volkswagen,Passat,26781,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Passat.jpg
63457,2018,Toyota,Camry,27068,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Camry.jpg
32691,2011,Nissan,Sentra,77004,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Sentra.jpg
38901,2014,Nissan,Altima,100419,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Altima.jpg
50920,2019,Honda,Pilot,46477,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Honda_Pilot.jpg
57696,2011,Audi,Q7,134301,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Audi_Q7.jpg
80137,2016,Honda,CR-V,72917,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Honda_CR-V.jpg
53815,2017,BMW,3 Series,129966,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/BMW_3 Series.jpg
7110,2016,Honda,Civic,100258,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Honda_Civic.jpg
98627,2012,Volkswagen,Passat,101149,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Passat.jpg
61548,2024,Hyundai,Santa Fe,9985,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Santa Fe.jpg
34804,2023,Nissan,Rogue,38950,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Rogue.jpg
87952,2015,Chevrolet,Malibu,6318,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Malibu.jpg
58895,2010,Toyota,Highlander,78880,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Highlander.jpg
62590,2016,Toyota,Camry,54577,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Camry.jpg
